PerfID,StylistID,StylistName,ConsultantID,RegionID,RegionName,Year,MonthNum,Target_GBP,ActualRevenue_GBP,Achievement_Pct,TotalBookings,CompletedBookings,NoShows,NewClients,Commission_Earned_GBP,Avg_NPS
SP001434,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,4,2500.0,2082.14,83.3,22,19,3,3,832.86,9.0
SP001435,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,5,2500.0,2820.62,112.8,21,17,3,3,1128.25,9.2
SP001436,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,6,2700.0,3143.09,116.4,25,22,1,11,1257.24,8.9
SP001437,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,7,2700.0,1947.01,72.1,26,22,4,3,778.8,7.5
SP001438,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,8,2700.0,2122.47,78.6,28,24,1,6,848.99,7.9
SP001439,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,9,2500.0,2686.6,107.5,18,15,2,9,1074.64,7.7
SP001440,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,10,2500.0,2353.59,94.1,34,31,2,9,941.44,8.8
SP001441,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,11,2875.0,3041.17,105.8,33,28,5,11,1216.47,8.2
SP001442,STY043,Ella Campbell,CON015,RG05,Edinburgh,2025,12,2875.0,2612.56,90.9,29,23,3,7,1045.02,8.8
SP001443,STY043,Ella Campbell,CON015,RG05,Edinburgh,2026,1,2200.0,2613.81,118.8,36,30,3,3,1045.52,7.8
SP001444,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,1,2200.0,2041.32,92.8,14,12,1,7,714.46,7.8
SP001445,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,2,2200.0,2394.74,108.9,40,36,3,7,838.16,8.1
SP001446,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,3,2500.0,2252.36,90.1,27,24,0,2,788.33,8.5
SP001447,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,4,2500.0,2735.48,109.4,26,23,1,5,957.42,9.1
SP001448,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,5,2500.0,2977.8,119.1,13,11,0,3,1042.23,8.2
SP001449,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,6,2700.0,2121.65,78.6,44,36,6,4,742.58,9.3
SP001450,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,7,2700.0,2909.13,107.7,17,14,1,3,1018.19,7.4
SP001451,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,8,2700.0,3494.77,129.4,39,33,4,5,1223.17,8.7
SP001452,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,9,2500.0,2234.74,89.4,41,33,5,10,782.16,7.9
SP001453,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,10,2500.0,2374.58,95.0,15,12,2,2,831.1,8.2
SP001454,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,11,2875.0,2737.05,95.2,39,31,7,7,957.97,8.7
SP001455,STY044,Chloe Mitchell,CON016,RG06,Bristol,2023,12,2875.0,3247.67,113.0,31,25,4,6,1136.69,9.3
SP001456,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,1,2200.0,2794.76,127.0,41,33,8,5,978.17,8.1
SP001457,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,2,2200.0,1704.43,77.5,21,18,1,2,596.55,9.1
SP001458,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,3,2500.0,3021.79,120.9,39,32,6,2,1057.63,9.2
SP001459,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,4,2500.0,2112.05,84.5,44,36,7,9,739.22,7.9
SP001460,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,5,2500.0,1873.57,74.9,35,30,3,6,655.75,8.7
SP001461,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,6,2700.0,2859.04,105.9,26,22,1,2,1000.66,7.9
SP001462,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,7,2700.0,1987.05,73.6,37,31,3,6,695.47,8.7
SP001463,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,8,2700.0,2597.59,96.2,44,39,5,7,909.16,9.0
SP001464,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,9,2500.0,2397.85,95.9,17,15,0,5,839.25,8.5
SP001465,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,10,2500.0,2870.93,114.8,41,37,2,11,1004.83,9.2
SP001466,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,11,2875.0,2045.5,71.1,26,23,0,4,715.92,8.8
SP001467,STY044,Chloe Mitchell,CON016,RG06,Bristol,2024,12,2875.0,2227.64,77.5,28,22,4,11,779.67,8.3
SP001468,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,1,2200.0,2792.74,126.9,39,34,5,9,977.46,9.7
SP001469,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,2,2200.0,2021.21,91.9,42,37,4,6,707.42,7.7
SP001470,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,3,2500.0,3230.76,129.2,37,32,5,2,1130.76,8.7
SP001471,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,4,2500.0,2867.98,114.7,18,15,1,12,1003.79,9.1
SP001472,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,5,2500.0,2469.29,98.8,42,34,8,8,864.25,8.1
SP001473,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,6,2700.0,2251.55,83.4,43,35,8,8,788.04,7.3
SP001474,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,7,2700.0,2939.35,108.9,36,30,5,9,1028.77,7.6
SP001475,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,8,2700.0,3097.66,114.7,41,34,7,11,1084.18,8.5
SP001476,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,9,2500.0,2973.7,118.9,18,16,0,8,1040.79,9.3
SP001477,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,10,2500.0,2249.73,90.0,14,12,0,11,787.4,8.6
SP001478,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,11,2875.0,3675.43,127.8,33,26,6,6,1286.4,9.5
SP001479,STY044,Chloe Mitchell,CON016,RG06,Bristol,2025,12,2875.0,3109.35,108.2,40,32,8,6,1088.27,8.9
SP001480,STY044,Chloe Mitchell,CON016,RG06,Bristol,2026,1,2200.0,2366.58,107.6,20,17,0,9,828.3,8.0
SP001481,STY045,Isla Roberts,CON016,RG06,Bristol,2023,1,1760.0,1714.02,97.4,41,33,6,9,685.61,9.3
SP001482,STY045,Isla Roberts,CON016,RG06,Bristol,2023,2,1760.0,1525.15,86.7,27,22,5,3,610.06,8.6
SP001483,STY045,Isla Roberts,CON016,RG06,Bristol,2023,3,2000.0,2153.55,107.7,16,14,2,2,861.42,9.8
SP001484,STY045,Isla Roberts,CON016,RG06,Bristol,2023,4,2000.0,1720.72,86.0,19,17,1,9,688.29,7.6
SP001485,STY045,Isla Roberts,CON016,RG06,Bristol,2023,5,2000.0,1485.22,74.3,39,31,5,9,594.09,8.0
SP001486,STY045,Isla Roberts,CON016,RG06,Bristol,2023,6,2160.0,2794.78,129.4,33,28,5,7,1117.91,8.1
SP001487,STY045,Isla Roberts,CON016,RG06,Bristol,2023,7,2160.0,1786.84,82.7,30,24,6,9,714.73,9.6
SP001488,STY045,Isla Roberts,CON016,RG06,Bristol,2023,8,2160.0,1664.8,77.1,32,29,3,8,665.92,8.2
SP001489,STY045,Isla Roberts,CON016,RG06,Bristol,2023,9,2000.0,2058.49,102.9,39,31,5,3,823.4,7.6
SP001490,STY045,Isla Roberts,CON016,RG06,Bristol,2023,10,2000.0,1829.18,91.5,42,38,2,5,731.67,9.3
SP001491,STY045,Isla Roberts,CON016,RG06,Bristol,2023,11,2300.0,2002.35,87.1,22,19,3,6,800.94,7.5
SP001492,STY045,Isla Roberts,CON016,RG06,Bristol,2023,12,2300.0,2792.3,121.4,26,22,3,5,1116.92,8.3
SP001493,STY045,Isla Roberts,CON016,RG06,Bristol,2024,1,1760.0,2079.9,118.2,15,13,2,6,831.96,7.9
SP001494,STY045,Isla Roberts,CON016,RG06,Bristol,2024,2,1760.0,1293.77,73.5,43,36,5,3,517.51,7.3
SP001495,STY045,Isla Roberts,CON016,RG06,Bristol,2024,3,2000.0,1421.07,71.1,26,21,2,4,568.43,9.7
SP001496,STY045,Isla Roberts,CON016,RG06,Bristol,2024,4,2000.0,2090.78,104.5,42,35,6,10,836.31,8.3
SP001497,STY045,Isla Roberts,CON016,RG06,Bristol,2024,5,2000.0,2435.13,121.8,17,15,2,2,974.05,8.6
SP001498,STY045,Isla Roberts,CON016,RG06,Bristol,2024,6,2160.0,2221.52,102.8,13,11,2,5,888.61,7.8
SP001499,STY045,Isla Roberts,CON016,RG06,Bristol,2024,7,2160.0,2124.56,98.4,13,12,0,11,849.82,9.6
SP001500,STY045,Isla Roberts,CON016,RG06,Bristol,2024,8,2160.0,1956.84,90.6,19,15,2,4,782.74,7.9
SP001501,STY045,Isla Roberts,CON016,RG06,Bristol,2024,9,2000.0,2474.64,123.7,27,24,2,5,989.86,7.2
SP001502,STY045,Isla Roberts,CON016,RG06,Bristol,2024,10,2000.0,2098.42,104.9,29,23,5,4,839.37,9.6
SP001503,STY045,Isla Roberts,CON016,RG06,Bristol,2024,11,2300.0,2834.1,123.2,22,19,2,10,1133.64,7.4
SP001504,STY045,Isla Roberts,CON016,RG06,Bristol,2024,12,2300.0,2703.5,117.5,14,11,2,10,1081.4,7.3
SP001505,STY045,Isla Roberts,CON016,RG06,Bristol,2025,1,1760.0,1269.42,72.1,35,28,5,7,507.77,9.4
SP001506,STY045,Isla Roberts,CON016,RG06,Bristol,2025,2,1760.0,1821.91,103.5,15,12,0,12,728.76,7.5
SP001507,STY045,Isla Roberts,CON016,RG06,Bristol,2025,3,2000.0,2422.54,121.1,27,24,0,2,969.02,9.7
SP001508,STY045,Isla Roberts,CON016,RG06,Bristol,2025,4,2000.0,1407.3,70.4,16,15,0,7,562.92,9.5
SP001509,STY045,Isla Roberts,CON016,RG06,Bristol,2025,5,2000.0,2374.67,118.7,41,37,4,5,949.87,8.7
SP001510,STY045,Isla Roberts,CON016,RG06,Bristol,2025,6,2160.0,1940.07,89.8,33,30,3,11,776.03,9.7
SP001511,STY045,Isla Roberts,CON016,RG06,Bristol,2025,7,2160.0,1894.94,87.7,30,25,4,4,757.98,7.5
SP001512,STY045,Isla Roberts,CON016,RG06,Bristol,2025,8,2160.0,1708.94,79.1,33,30,1,12,683.58,8.2
SP001513,STY045,Isla Roberts,CON016,RG06,Bristol,2025,9,2000.0,1580.27,79.0,35,28,5,6,632.11,9.3
SP001514,STY045,Isla Roberts,CON016,RG06,Bristol,2025,10,2000.0,2294.23,114.7,16,12,4,3,917.69,8.2
SP001515,STY045,Isla Roberts,CON016,RG06,Bristol,2025,11,2300.0,1694.69,73.7,38,35,2,3,677.88,9.1
SP001516,STY045,Isla Roberts,CON016,RG06,Bristol,2025,12,2300.0,1613.33,70.1,34,29,3,11,645.33,8.4
SP001517,STY045,Isla Roberts,CON016,RG06,Bristol,2026,1,1760.0,1668.93,94.8,29,24,2,10,667.57,7.2
SP001518,STY046,Ruby Turner,CON016,RG06,Bristol,2023,1,2200.0,1656.12,75.3,22,20,2,4,662.45,7.6
SP001519,STY046,Ruby Turner,CON016,RG06,Bristol,2023,2,2200.0,1663.68,75.6,12,10,1,2,665.47,8.0
SP001520,STY046,Ruby Turner,CON016,RG06,Bristol,2023,3,2500.0,3113.67,124.5,14,12,1,11,1245.47,7.3
SP001521,STY046,Ruby Turner,CON016,RG06,Bristol,2023,4,2500.0,2385.94,95.4,12,9,2,5,954.37,8.0
SP001522,STY046,Ruby Turner,CON016,RG06,Bristol,2023,5,2500.0,1769.93,70.8,20,16,4,8,707.97,9.3
SP001523,STY046,Ruby Turner,CON016,RG06,Bristol,2023,6,2700.0,2231.33,82.6,23,18,3,3,892.53,8.9
SP001524,STY046,Ruby Turner,CON016,RG06,Bristol,2023,7,2700.0,2141.48,79.3,13,10,3,3,856.59,9.5
SP001525,STY046,Ruby Turner,CON016,RG06,Bristol,2023,8,2700.0,3296.42,122.1,41,34,6,8,1318.57,8.3
SP001526,STY046,Ruby Turner,CON016,RG06,Bristol,2023,9,2500.0,3091.69,123.7,15,13,1,7,1236.68,8.2
SP001527,STY046,Ruby Turner,CON016,RG06,Bristol,2023,10,2500.0,2364.62,94.6,43,34,9,7,945.85,7.5
SP001528,STY046,Ruby Turner,CON016,RG06,Bristol,2023,11,2875.0,3622.53,126.0,38,34,3,6,1449.01,7.5
SP001529,STY046,Ruby Turner,CON016,RG06,Bristol,2023,12,2875.0,2911.73,101.3,37,30,6,4,1164.69,9.0
SP001530,STY046,Ruby Turner,CON016,RG06,Bristol,2024,1,2200.0,2761.84,125.5,38,35,3,8,1104.73,8.2
SP001531,STY046,Ruby Turner,CON016,RG06,Bristol,2024,2,2200.0,1667.89,75.8,41,33,5,12,667.16,8.2
SP001532,STY046,Ruby Turner,CON016,RG06,Bristol,2024,3,2500.0,1771.82,70.9,30,26,1,4,708.73,9.0
SP001533,STY046,Ruby Turner,CON016,RG06,Bristol,2024,4,2500.0,2587.56,103.5,19,17,0,12,1035.02,8.8
SP001534,STY046,Ruby Turner,CON016,RG06,Bristol,2024,5,2500.0,3114.29,124.6,12,9,3,2,1245.72,8.7
SP001535,STY046,Ruby Turner,CON016,RG06,Bristol,2024,6,2700.0,2598.43,96.2,22,17,4,2,1039.37,8.3
SP001536,STY046,Ruby Turner,CON016,RG06,Bristol,2024,7,2700.0,3379.55,125.2,23,18,4,2,1351.82,9.6
SP001537,STY046,Ruby Turner,CON016,RG06,Bristol,2024,8,2700.0,2587.57,95.8,24,21,3,8,1035.03,8.7
SP001538,STY046,Ruby Turner,CON016,RG06,Bristol,2024,9,2500.0,2504.05,100.2,40,34,5,7,1001.62,7.3
SP001539,STY046,Ruby Turner,CON016,RG06,Bristol,2024,10,2500.0,2373.35,94.9,12,9,2,2,949.34,8.8
SP001540,STY046,Ruby Turner,CON016,RG06,Bristol,2024,11,2875.0,3518.31,122.4,27,24,1,4,1407.33,8.8
SP001541,STY046,Ruby Turner,CON016,RG06,Bristol,2024,12,2875.0,2623.17,91.2,36,31,5,4,1049.27,7.9
SP001542,STY046,Ruby Turner,CON016,RG06,Bristol,2025,1,2200.0,1624.17,73.8,16,14,0,4,649.67,7.7
SP001543,STY046,Ruby Turner,CON016,RG06,Bristol,2025,2,2200.0,2660.2,120.9,42,37,4,5,1064.08,9.1
SP001544,STY046,Ruby Turner,CON016,RG06,Bristol,2025,3,2500.0,2575.05,103.0,24,22,2,6,1030.02,8.0
SP001545,STY046,Ruby Turner,CON016,RG06,Bristol,2025,4,2500.0,2535.14,101.4,40,35,2,2,1014.06,8.6
SP001546,STY046,Ruby Turner,CON016,RG06,Bristol,2025,5,2500.0,3145.32,125.8,40,34,3,12,1258.13,7.8
SP001547,STY046,Ruby Turner,CON016,RG06,Bristol,2025,6,2700.0,2467.1,91.4,45,41,3,3,986.84,7.3
SP001548,STY046,Ruby Turner,CON016,RG06,Bristol,2025,7,2700.0,2245.03,83.1,34,27,4,4,898.01,8.7
SP001549,STY046,Ruby Turner,CON016,RG06,Bristol,2025,8,2700.0,3439.04,127.4,27,25,2,4,1375.61,7.9
SP001550,STY046,Ruby Turner,CON016,RG06,Bristol,2025,9,2500.0,2311.34,92.5,27,24,0,7,924.53,7.6
SP001551,STY046,Ruby Turner,CON016,RG06,Bristol,2025,10,2500.0,2511.46,100.5,25,22,2,3,1004.59,9.7
SP001552,STY046,Ruby Turner,CON016,RG06,Bristol,2025,11,2875.0,3161.2,110.0,26,20,6,3,1264.48,7.8
SP001553,STY046,Ruby Turner,CON016,RG06,Bristol,2025,12,2875.0,2451.45,85.3,27,23,3,9,980.58,7.5
SP001554,STY046,Ruby Turner,CON016,RG06,Bristol,2026,1,2200.0,1657.41,75.3,30,27,2,10,662.97,7.9
SP001555,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,1,2200.0,1789.5,81.3,38,33,4,12,715.8,9.3
SP001556,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,2,2200.0,2622.95,119.2,30,25,5,6,1049.18,8.9
SP001557,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,3,2500.0,1869.4,74.8,38,35,3,10,747.76,9.6
SP001558,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,4,2500.0,3017.21,120.7,45,42,1,8,1206.88,7.8
SP001559,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,5,2500.0,2490.33,99.6,24,21,2,7,996.13,9.4
SP001560,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,6,2700.0,2939.84,108.9,13,10,1,5,1175.93,7.4
SP001561,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,7,2700.0,2931.74,108.6,14,13,0,11,1172.7,8.1
SP001562,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,8,2700.0,3158.18,117.0,39,32,6,5,1263.27,7.4
SP001563,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,9,2500.0,2875.1,115.0,12,10,0,3,1150.04,8.9
SP001564,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,10,2500.0,3169.36,126.8,15,12,3,3,1267.74,9.5
SP001565,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,11,2875.0,3346.69,116.4,45,38,6,3,1338.68,7.3
SP001566,STY047,Poppy Phillips,CON017,RG07,Leeds,2023,12,2875.0,2765.07,96.2,41,35,5,10,1106.03,8.4
SP001567,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,1,2200.0,2544.18,115.6,39,35,2,4,1017.67,8.5
SP001568,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,2,2200.0,1988.54,90.4,23,20,0,4,795.42,8.6
SP001569,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,3,2500.0,2529.63,101.2,35,30,5,10,1011.85,7.8
SP001570,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,4,2500.0,2189.07,87.6,33,27,6,10,875.63,8.7
SP001571,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,5,2500.0,2171.8,86.9,30,25,2,8,868.72,8.5
SP001572,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,6,2700.0,3126.5,115.8,12,9,2,5,1250.6,8.9
SP001573,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,7,2700.0,2590.44,95.9,25,22,1,10,1036.18,7.6
SP001574,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,8,2700.0,3356.87,124.3,33,26,7,9,1342.75,7.8
SP001575,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,9,2500.0,2248.63,89.9,41,38,3,3,899.45,8.6
SP001576,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,10,2500.0,3061.89,122.5,14,12,0,12,1224.76,7.9
SP001577,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,11,2875.0,2569.47,89.4,35,32,3,8,1027.79,7.7
SP001578,STY047,Poppy Phillips,CON017,RG07,Leeds,2024,12,2875.0,2690.94,93.6,16,14,2,12,1076.38,8.8
SP001579,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,1,2200.0,2667.89,121.3,30,25,2,7,1067.16,8.1
SP001580,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,2,2200.0,2847.14,129.4,40,33,6,8,1138.86,9.1
SP001581,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,3,2500.0,2376.63,95.1,33,28,3,4,950.65,8.3
SP001582,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,4,2500.0,2855.52,114.2,12,10,0,4,1142.21,7.8
SP001583,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,5,2500.0,3097.93,123.9,23,19,3,11,1239.17,9.2
SP001584,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,6,2700.0,2731.77,101.2,31,26,5,12,1092.71,9.3
SP001585,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,7,2700.0,2147.65,79.5,43,37,3,3,859.06,8.6
SP001586,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,8,2700.0,3194.93,118.3,20,16,4,12,1277.97,8.5
SP001587,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,9,2500.0,2253.37,90.1,45,41,3,4,901.35,8.4
SP001588,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,10,2500.0,2811.0,112.4,35,31,3,10,1124.4,9.5
SP001589,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,11,2875.0,3690.54,128.4,17,16,0,6,1476.22,9.3
SP001590,STY047,Poppy Phillips,CON017,RG07,Leeds,2025,12,2875.0,3465.53,120.5,17,15,2,3,1386.21,9.1
SP001591,STY047,Poppy Phillips,CON017,RG07,Leeds,2026,1,2200.0,2091.44,95.1,23,20,2,2,836.57,9.4
SP001592,STY048,Freya Parker,CON017,RG07,Leeds,2023,1,1320.0,1401.88,106.2,24,19,4,10,490.66,7.7
SP001593,STY048,Freya Parker,CON017,RG07,Leeds,2023,2,1320.0,1146.63,86.9,19,16,2,11,401.32,8.1
SP001594,STY048,Freya Parker,CON017,RG07,Leeds,2023,3,1500.0,1771.01,118.1,37,34,2,2,619.85,9.8
SP001595,STY048,Freya Parker,CON017,RG07,Leeds,2023,4,1500.0,1832.09,122.1,12,10,2,12,641.23,7.3
SP001596,STY048,Freya Parker,CON017,RG07,Leeds,2023,5,1500.0,1065.59,71.0,41,32,7,12,372.96,9.2
SP001597,STY048,Freya Parker,CON017,RG07,Leeds,2023,6,1620.0,1585.47,97.9,25,20,4,7,554.91,8.6
SP001598,STY048,Freya Parker,CON017,RG07,Leeds,2023,7,1620.0,1208.46,74.6,29,25,4,7,422.96,7.2
SP001599,STY048,Freya Parker,CON017,RG07,Leeds,2023,8,1620.0,1328.27,82.0,15,12,3,10,464.9,8.1
SP001600,STY048,Freya Parker,CON017,RG07,Leeds,2023,9,1500.0,1838.85,122.6,21,17,1,6,643.6,8.9
SP001601,STY048,Freya Parker,CON017,RG07,Leeds,2023,10,1500.0,1893.7,126.2,28,25,0,3,662.79,8.5
SP001602,STY048,Freya Parker,CON017,RG07,Leeds,2023,11,1725.0,2174.57,126.1,34,31,1,5,761.1,8.1
SP001603,STY048,Freya Parker,CON017,RG07,Leeds,2023,12,1725.0,2163.28,125.4,36,32,1,9,757.15,9.7
SP001604,STY048,Freya Parker,CON017,RG07,Leeds,2024,1,1320.0,1293.76,98.0,16,14,0,10,452.81,9.8
SP001605,STY048,Freya Parker,CON017,RG07,Leeds,2024,2,1320.0,931.29,70.6,27,23,1,10,325.95,8.5
SP001606,STY048,Freya Parker,CON017,RG07,Leeds,2024,3,1500.0,1405.78,93.7,25,22,2,9,492.02,8.0
SP001607,STY048,Freya Parker,CON017,RG07,Leeds,2024,4,1500.0,1845.52,123.0,26,21,2,8,645.93,9.6
SP001608,STY048,Freya Parker,CON017,RG07,Leeds,2024,5,1500.0,1647.83,109.9,28,24,3,3,576.74,9.3
SP001609,STY048,Freya Parker,CON017,RG07,Leeds,2024,6,1620.0,1388.14,85.7,13,12,0,7,485.85,8.1
SP001610,STY048,Freya Parker,CON017,RG07,Leeds,2024,7,1620.0,1484.23,91.6,15,12,2,12,519.48,8.1
SP001611,STY048,Freya Parker,CON017,RG07,Leeds,2024,8,1620.0,1254.09,77.4,15,12,0,5,438.93,8.7
SP001612,STY048,Freya Parker,CON017,RG07,Leeds,2024,9,1500.0,1206.25,80.4,29,23,5,3,422.19,7.9
SP001613,STY048,Freya Parker,CON017,RG07,Leeds,2024,10,1500.0,1200.25,80.0,12,9,0,6,420.09,8.3
SP001614,STY048,Freya Parker,CON017,RG07,Leeds,2024,11,1725.0,1880.0,109.0,35,31,1,8,658.0,9.2
SP001615,STY048,Freya Parker,CON017,RG07,Leeds,2024,12,1725.0,1525.73,88.4,20,16,1,5,534.01,7.5
SP001616,STY048,Freya Parker,CON017,RG07,Leeds,2025,1,1320.0,1268.69,96.1,34,31,1,4,444.04,8.7
SP001617,STY048,Freya Parker,CON017,RG07,Leeds,2025,2,1320.0,1157.76,87.7,38,34,3,9,405.22,8.1
SP001618,STY048,Freya Parker,CON017,RG07,Leeds,2025,3,1500.0,1123.6,74.9,26,21,2,6,393.26,8.6
SP001619,STY048,Freya Parker,CON017,RG07,Leeds,2025,4,1500.0,1078.08,71.9,16,13,2,3,377.33,7.9
SP001620,STY048,Freya Parker,CON017,RG07,Leeds,2025,5,1500.0,1919.77,128.0,20,18,1,12,671.92,7.8
SP001621,STY048,Freya Parker,CON017,RG07,Leeds,2025,6,1620.0,1319.25,81.4,45,41,3,11,461.74,7.8
SP001622,STY048,Freya Parker,CON017,RG07,Leeds,2025,7,1620.0,1569.53,96.9,40,32,7,2,549.33,7.3
SP001623,STY048,Freya Parker,CON017,RG07,Leeds,2025,8,1620.0,2038.63,125.8,13,11,0,11,713.52,8.6
SP001624,STY048,Freya Parker,CON017,RG07,Leeds,2025,9,1500.0,1844.32,123.0,31,28,2,11,645.51,8.3
SP001625,STY048,Freya Parker,CON017,RG07,Leeds,2025,10,1500.0,1354.31,90.3,14,12,0,7,474.01,7.7
SP001626,STY048,Freya Parker,CON017,RG07,Leeds,2025,11,1725.0,2133.9,123.7,34,30,3,10,746.87,9.1
SP001627,STY048,Freya Parker,CON017,RG07,Leeds,2025,12,1725.0,1553.36,90.1,20,18,0,6,543.68,8.6
SP001628,STY048,Freya Parker,CON017,RG07,Leeds,2026,1,1320.0,1468.74,111.3,39,32,7,2,514.06,7.8
SP001629,STY049,Daisy Evans,CON017,RG07,Leeds,2023,1,1760.0,1760.19,100.0,13,11,1,5,528.06,7.9
SP001630,STY049,Daisy Evans,CON017,RG07,Leeds,2023,2,1760.0,1691.32,96.1,16,13,1,10,507.39,8.6
SP001631,STY049,Daisy Evans,CON017,RG07,Leeds,2023,3,2000.0,2105.17,105.3,31,26,4,8,631.55,7.9
SP001632,STY049,Daisy Evans,CON017,RG07,Leeds,2023,4,2000.0,2029.37,101.5,15,13,2,9,608.81,9.3
SP001633,STY049,Daisy Evans,CON017,RG07,Leeds,2023,5,2000.0,2418.44,120.9,36,33,1,6,725.53,9.0
SP001634,STY049,Daisy Evans,CON017,RG07,Leeds,2023,6,2160.0,1861.69,86.2,44,37,6,8,558.51,8.1
SP001635,STY049,Daisy Evans,CON017,RG07,Leeds,2023,7,2160.0,2272.77,105.2,41,33,7,9,681.83,8.1
SP001636,STY049,Daisy Evans,CON017,RG07,Leeds,2023,8,2160.0,2614.51,121.0,23,21,2,2,784.35,8.5
SP001637,STY049,Daisy Evans,CON017,RG07,Leeds,2023,9,2000.0,2485.52,124.3,15,12,1,10,745.65,9.0
SP001638,STY049,Daisy Evans,CON017,RG07,Leeds,2023,10,2000.0,2261.94,113.1,18,16,0,4,678.58,7.6
SP001639,STY049,Daisy Evans,CON017,RG07,Leeds,2023,11,2300.0,2090.5,90.9,41,33,7,11,627.15,9.0
SP001640,STY049,Daisy Evans,CON017,RG07,Leeds,2023,12,2300.0,1747.66,76.0,19,16,0,10,524.3,9.4
SP001641,STY049,Daisy Evans,CON017,RG07,Leeds,2024,1,1760.0,1651.82,93.9,28,26,1,11,495.55,8.5
SP001642,STY049,Daisy Evans,CON017,RG07,Leeds,2024,2,1760.0,2137.52,121.5,39,35,4,5,641.26,9.5
SP001643,STY049,Daisy Evans,CON017,RG07,Leeds,2024,3,2000.0,1544.14,77.2,14,13,0,3,463.24,7.4
SP001644,STY049,Daisy Evans,CON017,RG07,Leeds,2024,4,2000.0,2479.65,124.0,19,17,0,8,743.89,9.4
