FinID,ConsultantID,ConsultantName,RegionID,Year,MonthNum,ConsultationRevenue_GBP,RetailRevenue_GBP,TotalRevenue_GBP,ConsultationBudget_GBP,RetailBudget_GBP,TotalBudget_GBP,RevenueVsBudget_GBP,RevenueVsBudget_Pct,FranchiseFee_GBP,StylistCommission_GBP,MarketingCost_GBP,OperationalCost_GBP,ProductCOGS_GBP,TotalCost_GBP,GrossProfit_GBP,NetProfit_GBP,ProfitMargin_Pct
FIN000262,CON008,Helen Chen,RG08,2023,3,4115.97,691.24,4807.21,4000.0,800.0,4800.0,7.21,100.2,384.58,1234.79,240.36,533.89,311.06,2704.68,4496.15,2102.53,43.7
FIN000263,CON008,Helen Chen,RG08,2023,4,4964.44,676.99,5641.43,4000.0,800.0,4800.0,841.43,117.5,451.31,1489.33,282.07,420.51,304.65,2947.87,5336.78,2693.56,47.7
FIN000264,CON008,Helen Chen,RG08,2023,5,3890.45,1002.5,4892.95,4000.0,800.0,4800.0,92.95,101.9,391.44,1167.13,244.65,403.3,451.12,2657.64,4441.83,2235.31,45.7
FIN000265,CON008,Helen Chen,RG08,2023,6,5165.41,1052.71,6218.12,4320.0,864.0,5184.0,1034.12,119.9,497.45,1549.62,310.91,310.5,473.72,3142.2,5744.4,3075.92,49.5
FIN000266,CON008,Helen Chen,RG08,2023,7,4991.77,819.91,5811.68,4320.0,864.0,5184.0,627.68,112.1,464.93,1497.53,290.58,573.7,368.96,3195.7,5442.72,2615.98,45.0
FIN000267,CON008,Helen Chen,RG08,2023,8,4443.04,1030.17,5473.21,4320.0,864.0,5184.0,289.21,105.6,437.86,1332.91,273.66,313.14,463.58,2821.15,5009.63,2652.06,48.5
FIN000268,CON008,Helen Chen,RG08,2023,9,3737.4,841.73,4579.13,4000.0,800.0,4800.0,-220.87,95.4,366.33,1121.22,228.96,599.56,378.78,2694.85,4200.35,1884.28,41.1
FIN000269,CON008,Helen Chen,RG08,2023,10,4081.35,631.33,4712.68,4000.0,800.0,4800.0,-87.32,98.2,377.01,1224.4,235.63,415.43,284.1,2536.57,4428.58,2176.11,46.2
FIN000270,CON008,Helen Chen,RG08,2023,11,4394.41,948.66,5343.07,4600.0,920.0,5520.0,-176.93,96.8,427.45,1318.32,267.15,417.37,426.9,2857.19,4916.17,2485.88,46.5
FIN000271,CON008,Helen Chen,RG08,2023,12,4622.56,821.62,5444.18,4600.0,920.0,5520.0,-75.82,98.6,435.53,1386.77,272.21,275.46,369.73,2739.7,5074.45,2704.48,49.7
FIN000272,CON008,Helen Chen,RG08,2024,1,3920.84,734.33,4655.17,3520.0,704.0,4224.0,431.17,110.2,372.41,1176.25,232.76,293.42,330.45,2405.29,4324.72,2249.88,48.3
FIN000273,CON008,Helen Chen,RG08,2024,2,4044.46,511.24,4555.7,3520.0,704.0,4224.0,331.7,107.9,364.46,1213.34,227.78,497.88,230.06,2533.52,4325.64,2022.18,44.4
FIN000274,CON008,Helen Chen,RG08,2024,3,4469.41,949.48,5418.89,4000.0,800.0,4800.0,618.89,112.9,433.51,1340.82,270.94,354.43,427.27,2826.97,4991.62,2591.92,47.8
FIN000275,CON008,Helen Chen,RG08,2024,4,4394.64,953.96,5348.6,4000.0,800.0,4800.0,548.6,111.4,427.89,1318.39,267.43,592.33,429.28,3035.32,4919.32,2313.28,43.3
FIN000276,CON008,Helen Chen,RG08,2024,5,4091.59,577.77,4669.36,4000.0,800.0,4800.0,-130.64,97.3,373.55,1227.48,233.47,400.92,260.0,2495.42,4409.36,2173.94,46.6
FIN000277,CON008,Helen Chen,RG08,2024,6,4603.31,1055.65,5658.96,4320.0,864.0,5184.0,474.96,109.2,452.72,1380.99,282.95,549.68,475.04,3141.38,5183.92,2517.58,44.5
FIN000278,CON008,Helen Chen,RG08,2024,7,4311.96,877.45,5189.41,4320.0,864.0,5184.0,5.41,100.1,415.15,1293.59,259.47,382.77,394.85,2745.83,4794.56,2443.58,47.1
FIN000279,CON008,Helen Chen,RG08,2024,8,4860.43,817.33,5677.76,4320.0,864.0,5184.0,493.76,109.5,454.22,1458.13,283.89,461.91,367.8,3025.95,5309.96,2651.81,46.7
FIN000280,CON008,Helen Chen,RG08,2024,9,3477.85,785.36,4263.21,4000.0,800.0,4800.0,-536.79,88.8,341.06,1043.36,213.16,587.68,353.41,2538.67,3909.8,1724.54,40.5
FIN000281,CON008,Helen Chen,RG08,2024,10,3809.41,892.5,4701.91,4000.0,800.0,4800.0,-98.09,98.0,376.15,1142.82,235.1,459.93,401.62,2615.62,4300.29,2086.29,44.4
FIN000282,CON008,Helen Chen,RG08,2024,11,5443.15,1114.49,6557.64,4600.0,920.0,5520.0,1037.64,118.8,524.61,1632.94,327.88,543.74,501.52,3530.69,6056.12,3026.95,46.2
FIN000283,CON008,Helen Chen,RG08,2024,12,4466.62,818.8,5285.42,4600.0,920.0,5520.0,-234.58,95.8,422.83,1339.99,264.27,487.49,368.46,2883.04,4916.96,2402.38,45.5
FIN000284,CON008,Helen Chen,RG08,2025,1,4018.89,861.29,4880.18,3520.0,704.0,4224.0,656.18,115.5,390.41,1205.67,244.01,214.36,387.58,2442.03,4492.6,2438.15,50.0
FIN000285,CON008,Helen Chen,RG08,2025,2,2924.38,759.4,3683.78,3520.0,704.0,4224.0,-540.22,87.2,294.7,877.31,184.19,568.37,341.73,2266.3,3342.05,1417.48,38.5
FIN000286,CON008,Helen Chen,RG08,2025,3,4995.37,918.45,5913.82,4000.0,800.0,4800.0,1113.82,123.2,473.11,1498.61,295.69,373.59,413.3,3054.3,5500.52,2859.52,48.4
FIN000287,CON008,Helen Chen,RG08,2025,4,3377.2,864.2,4241.4,4000.0,800.0,4800.0,-558.6,88.4,339.31,1013.16,212.07,549.03,388.89,2502.46,3852.51,1738.94,41.0
FIN000288,CON008,Helen Chen,RG08,2025,5,3998.62,893.12,4891.74,4000.0,800.0,4800.0,91.74,101.9,391.34,1199.59,244.59,561.37,401.9,2798.79,4489.84,2092.95,42.8
FIN000289,CON008,Helen Chen,RG08,2025,6,3545.41,1017.52,4562.93,4320.0,864.0,5184.0,-621.07,88.0,365.03,1063.62,228.15,317.35,457.88,2432.03,4105.05,2130.9,46.7
FIN000290,CON008,Helen Chen,RG08,2025,7,4184.69,680.26,4864.95,4320.0,864.0,5184.0,-319.05,93.8,389.2,1255.41,243.25,412.47,306.12,2606.45,4558.83,2258.5,46.4
FIN000291,CON008,Helen Chen,RG08,2025,8,4556.16,1015.64,5571.8,4320.0,864.0,5184.0,387.8,107.5,445.74,1366.85,278.59,267.99,457.04,2816.21,5114.76,2755.59,49.5
FIN000292,CON008,Helen Chen,RG08,2025,9,3342.14,978.0,4320.14,4000.0,800.0,4800.0,-479.86,90.0,345.61,1002.64,216.01,447.88,440.1,2452.24,3880.04,1867.9,43.2
FIN000293,CON008,Helen Chen,RG08,2025,10,3633.49,998.16,4631.65,4000.0,800.0,4800.0,-168.35,96.5,370.53,1090.05,231.58,257.25,449.17,2398.58,4182.48,2233.07,48.2
FIN000294,CON008,Helen Chen,RG08,2025,11,4634.58,784.2,5418.78,4600.0,920.0,5520.0,-101.22,98.2,433.5,1390.37,270.94,302.13,352.89,2749.83,5065.89,2668.95,49.3
FIN000295,CON008,Helen Chen,RG08,2025,12,3699.45,1088.16,4787.61,4600.0,920.0,5520.0,-732.39,86.7,383.01,1109.83,239.38,560.48,489.67,2782.37,4297.94,2005.24,41.9
FIN000296,CON008,Helen Chen,RG08,2026,1,3889.34,559.53,4448.87,3520.0,704.0,4224.0,224.87,105.3,355.91,1166.8,222.44,376.69,251.79,2373.63,4197.08,2075.24,46.6
FIN000297,CON009,Fiona Williams,RG09,2023,1,3363.38,1111.49,4474.87,3520.0,1056.0,4576.0,-101.13,97.8,357.99,1009.01,223.74,455.58,500.17,2546.49,3974.7,1928.38,43.1
FIN000298,CON009,Fiona Williams,RG09,2023,2,3488.11,897.66,4385.77,3520.0,1056.0,4576.0,-190.23,95.8,350.86,1046.43,219.29,538.12,403.95,2558.65,3981.82,1827.12,41.7
FIN000299,CON009,Fiona Williams,RG09,2023,3,3558.59,1116.98,4675.57,4000.0,1200.0,5200.0,-524.43,89.9,374.05,1067.58,233.78,393.28,502.64,2571.33,4172.93,2104.24,45.0
FIN000300,CON009,Fiona Williams,RG09,2023,4,3626.97,1251.78,4878.75,4000.0,1200.0,5200.0,-321.25,93.8,390.3,1088.09,243.94,429.92,563.3,2715.55,4315.45,2163.2,44.3
FIN000301,CON009,Fiona Williams,RG09,2023,5,4986.85,1052.57,6039.42,4000.0,1200.0,5200.0,839.42,116.1,483.15,1496.06,301.97,591.18,473.66,3346.02,5565.76,2693.4,44.6
FIN000302,CON009,Fiona Williams,RG09,2023,6,4735.6,1120.64,5856.24,4320.0,1296.0,5616.0,240.24,104.3,468.5,1420.68,292.81,426.37,504.29,3112.65,5351.95,2743.59,46.8
FIN000303,CON009,Fiona Williams,RG09,2023,7,4789.19,1486.25,6275.44,4320.0,1296.0,5616.0,659.44,111.7,502.04,1436.76,313.77,219.62,668.81,3141.0,5606.63,3134.44,49.9
FIN000304,CON009,Fiona Williams,RG09,2023,8,4634.85,1293.46,5928.31,4320.0,1296.0,5616.0,312.31,105.6,474.26,1390.46,296.42,561.66,582.06,3304.86,5346.25,2623.45,44.3
FIN000305,CON009,Fiona Williams,RG09,2023,9,3715.15,1415.18,5130.33,4000.0,1200.0,5200.0,-69.67,98.7,410.43,1114.55,256.52,442.83,636.83,2861.16,4493.5,2269.17,44.2
FIN000306,CON009,Fiona Williams,RG09,2023,10,3834.18,1298.36,5132.54,4000.0,1200.0,5200.0,-67.46,98.7,410.6,1150.25,256.63,448.36,584.26,2850.1,4548.28,2282.44,44.5
FIN000307,CON009,Fiona Williams,RG09,2023,11,5082.97,1562.93,6645.9,4600.0,1380.0,5980.0,665.9,111.1,531.67,1524.89,332.3,463.67,703.32,3555.85,5942.58,3090.05,46.5
FIN000308,CON009,Fiona Williams,RG09,2023,12,5415.36,1486.19,6901.55,4600.0,1380.0,5980.0,921.55,115.4,552.12,1624.61,345.08,561.36,668.79,3751.96,6232.76,3149.59,45.6
FIN000309,CON009,Fiona Williams,RG09,2024,1,3839.8,934.94,4774.74,3520.0,1056.0,4576.0,198.74,104.3,381.98,1151.94,238.74,376.33,420.72,2569.71,4354.02,2205.03,46.2
FIN000310,CON009,Fiona Williams,RG09,2024,2,3734.04,1203.22,4937.26,3520.0,1056.0,4576.0,361.26,107.9,394.98,1120.21,246.86,236.05,541.45,2539.55,4395.81,2397.71,48.6
FIN000311,CON009,Fiona Williams,RG09,2024,3,3731.2,1378.19,5109.39,4000.0,1200.0,5200.0,-90.61,98.3,408.75,1119.36,255.47,270.26,620.19,2674.03,4489.2,2435.36,47.7
FIN000312,CON009,Fiona Williams,RG09,2024,4,3437.89,1228.37,4666.26,4000.0,1200.0,5200.0,-533.74,89.7,373.3,1031.37,233.31,588.6,552.77,2779.35,4113.49,1886.91,40.4
FIN000313,CON009,Fiona Williams,RG09,2024,5,4155.53,1497.71,5653.24,4000.0,1200.0,5200.0,453.24,108.7,452.26,1246.66,282.66,532.19,673.97,3187.74,4979.27,2465.5,43.6
FIN000314,CON009,Fiona Williams,RG09,2024,6,3955.55,1548.48,5504.03,4320.0,1296.0,5616.0,-111.97,98.0,440.32,1186.66,275.2,392.74,696.82,2991.74,4807.21,2512.29,45.6
FIN000315,CON009,Fiona Williams,RG09,2024,7,5023.81,1487.72,6511.53,4320.0,1296.0,5616.0,895.53,115.9,520.92,1507.14,325.58,335.49,669.47,3358.6,5842.06,3152.93,48.4
FIN000316,CON009,Fiona Williams,RG09,2024,8,3679.89,1655.95,5335.84,4320.0,1296.0,5616.0,-280.16,95.0,426.87,1103.97,266.79,256.3,745.18,2799.11,4590.66,2536.73,47.5
FIN000317,CON009,Fiona Williams,RG09,2024,9,4939.7,1459.3,6399.0,4000.0,1200.0,5200.0,1199.0,123.1,511.92,1481.91,319.95,489.69,656.68,3460.15,5742.32,2938.85,45.9
FIN000318,CON009,Fiona Williams,RG09,2024,10,4963.9,1536.43,6500.33,4000.0,1200.0,5200.0,1300.33,125.0,520.03,1489.17,325.02,521.84,691.39,3547.45,5808.94,2952.88,45.4
FIN000319,CON009,Fiona Williams,RG09,2024,11,4437.15,1620.68,6057.83,4600.0,1380.0,5980.0,77.83,101.3,484.63,1331.14,302.89,205.57,729.31,3053.54,5328.52,3004.29,49.6
FIN000320,CON009,Fiona Williams,RG09,2024,12,4790.7,1342.56,6133.26,4600.0,1380.0,5980.0,153.26,102.6,490.66,1437.21,306.66,469.13,604.15,3307.81,5529.11,2825.45,46.1
FIN000321,CON009,Fiona Williams,RG09,2025,1,3880.99,1109.58,4990.57,3520.0,1056.0,4576.0,414.57,109.1,399.25,1164.3,249.53,528.97,499.31,2841.36,4491.26,2149.21,43.1
FIN000322,CON009,Fiona Williams,RG09,2025,2,4305.42,807.85,5113.27,3520.0,1056.0,4576.0,537.27,111.7,409.06,1291.63,255.66,293.53,363.53,2613.41,4749.74,2499.86,48.9
FIN000323,CON009,Fiona Williams,RG09,2025,3,3245.04,1476.65,4721.69,4000.0,1200.0,5200.0,-478.31,90.8,377.74,973.51,236.08,424.56,664.49,2676.38,4057.2,2045.31,43.3
FIN000324,CON009,Fiona Williams,RG09,2025,4,4847.46,999.38,5846.84,4000.0,1200.0,5200.0,646.84,112.4,467.75,1454.24,292.34,225.29,449.72,2889.34,5397.12,2957.5,50.6
FIN000325,CON009,Fiona Williams,RG09,2025,5,4682.94,1494.76,6177.7,4000.0,1200.0,5200.0,977.7,118.8,494.22,1404.88,308.88,320.88,672.64,3201.5,5505.06,2976.2,48.2
FIN000326,CON009,Fiona Williams,RG09,2025,6,4249.73,1015.89,5265.62,4320.0,1296.0,5616.0,-350.38,93.8,421.25,1274.92,263.28,578.5,457.15,2995.1,4808.47,2270.52,43.1
FIN000327,CON009,Fiona Williams,RG09,2025,7,4047.68,1290.26,5337.94,4320.0,1296.0,5616.0,-278.06,95.0,427.04,1214.3,266.9,238.88,580.62,2727.74,4757.32,2610.2,48.9
FIN000328,CON009,Fiona Williams,RG09,2025,8,5180.83,1012.69,6193.52,4320.0,1296.0,5616.0,577.52,110.3,495.48,1554.25,309.68,381.46,455.71,3196.58,5737.81,2996.94,48.4
FIN000329,CON009,Fiona Williams,RG09,2025,9,4406.88,1375.06,5781.94,4000.0,1200.0,5200.0,581.94,111.2,462.56,1322.06,289.1,578.39,618.78,3270.89,5163.16,2511.05,43.4
FIN000330,CON009,Fiona Williams,RG09,2025,10,3954.43,1374.43,5328.86,4000.0,1200.0,5200.0,128.86,102.5,426.31,1186.33,266.44,261.81,618.49,2759.38,4710.37,2569.48,48.2
FIN000331,CON009,Fiona Williams,RG09,2025,11,4538.81,1047.99,5586.8,4600.0,1380.0,5980.0,-393.2,93.4,446.94,1361.64,279.34,395.74,471.6,2955.26,5115.2,2631.54,47.1
FIN000332,CON009,Fiona Williams,RG09,2025,12,4524.8,1753.86,6278.66,4600.0,1380.0,5980.0,298.66,105.0,502.29,1357.44,313.93,213.09,789.24,3175.99,5489.42,3102.67,49.4
FIN000333,CON009,Fiona Williams,RG09,2026,1,3402.92,1020.13,4423.05,3520.0,1056.0,4576.0,-152.95,96.7,353.84,1020.88,221.15,580.22,459.06,2635.15,3963.99,1787.9,40.4
FIN000334,CON010,Rachel Johnson,RG10,2023,1,4692.41,534.77,5227.18,3960.0,704.0,4664.0,563.18,112.1,418.17,1407.72,261.36,474.27,240.65,2802.17,4986.53,2425.01,46.4
FIN000335,CON010,Rachel Johnson,RG10,2023,2,4138.24,905.84,5044.08,3960.0,704.0,4664.0,380.08,108.1,403.53,1241.47,252.2,343.47,407.63,2648.3,4636.45,2395.78,47.5
FIN000336,CON010,Rachel Johnson,RG10,2023,3,4406.23,651.11,5057.34,4500.0,800.0,5300.0,-242.66,95.4,404.59,1321.87,252.87,248.86,293.0,2521.19,4764.34,2536.15,50.1
FIN000337,CON010,Rachel Johnson,RG10,2023,4,5317.27,778.26,6095.53,4500.0,800.0,5300.0,795.53,115.0,487.64,1595.18,304.78,465.11,350.22,3202.93,5745.31,2892.6,47.5
FIN000338,CON010,Rachel Johnson,RG10,2023,5,4899.45,846.63,5746.08,4500.0,800.0,5300.0,446.08,108.4,459.69,1469.83,287.3,208.54,380.98,2806.34,5365.1,2939.74,51.2
FIN000339,CON010,Rachel Johnson,RG10,2023,6,5608.72,731.07,6339.79,4860.0,864.0,5724.0,615.79,110.8,507.18,1682.62,316.99,250.37,328.98,3086.14,6010.81,3253.65,51.3
FIN000340,CON010,Rachel Johnson,RG10,2023,7,5122.73,640.37,5763.1,4860.0,864.0,5724.0,39.1,100.7,461.05,1536.82,288.16,506.06,288.17,3080.26,5474.93,2682.84,46.6
FIN000341,CON010,Rachel Johnson,RG10,2023,8,4341.05,716.75,5057.8,4860.0,864.0,5724.0,-666.2,88.4,404.62,1302.32,252.89,547.88,322.54,2830.25,4735.26,2227.55,44.0
FIN000342,CON010,Rachel Johnson,RG10,2023,9,4265.33,630.83,4896.16,4500.0,800.0,5300.0,-403.84,92.4,391.69,1279.6,244.81,560.21,283.87,2760.18,4612.29,2135.98,43.6
FIN000343,CON010,Rachel Johnson,RG10,2023,10,3605.74,972.03,4577.77,4500.0,800.0,5300.0,-722.23,86.4,366.22,1081.72,228.89,257.88,437.41,2372.12,4140.36,2205.65,48.2
FIN000344,CON010,Rachel Johnson,RG10,2023,11,4442.72,782.36,5225.08,5175.0,920.0,6095.0,-869.92,85.7,418.01,1332.82,261.25,269.8,352.06,2633.94,4873.02,2591.14,49.6
FIN000345,CON010,Rachel Johnson,RG10,2023,12,5679.44,658.23,6337.67,5175.0,920.0,6095.0,242.67,104.0,507.01,1703.83,316.88,205.94,296.2,3029.86,6041.47,3307.81,52.2
FIN000346,CON010,Rachel Johnson,RG10,2024,1,4575.75,593.3,5169.05,3960.0,704.0,4664.0,505.05,110.8,413.52,1372.72,258.45,329.51,266.99,2641.19,4902.06,2527.86,48.9
FIN000347,CON010,Rachel Johnson,RG10,2024,2,3478.51,514.93,3993.44,3960.0,704.0,4664.0,-670.56,85.6,319.48,1043.55,199.67,496.69,231.72,2291.11,3761.72,1702.33,42.6
FIN000348,CON010,Rachel Johnson,RG10,2024,3,4665.32,917.92,5583.24,4500.0,800.0,5300.0,283.24,105.3,446.66,1399.6,279.16,390.5,413.06,2928.98,5170.18,2654.26,47.5
FIN000349,CON010,Rachel Johnson,RG10,2024,4,5175.48,806.35,5981.83,4500.0,800.0,5300.0,681.83,112.9,478.55,1552.64,299.09,243.62,362.86,2936.76,5618.97,3045.07,50.9
FIN000350,CON010,Rachel Johnson,RG10,2024,5,4620.27,1013.8,5634.07,4500.0,800.0,5300.0,334.07,106.3,450.73,1386.08,281.7,217.35,456.21,2792.07,5177.86,2842.0,50.4
FIN000351,CON010,Rachel Johnson,RG10,2024,6,5600.92,1054.24,6655.16,4860.0,864.0,5724.0,931.16,116.3,532.41,1680.28,332.76,408.58,474.41,3428.44,6180.75,3226.72,48.5
FIN000352,CON010,Rachel Johnson,RG10,2024,7,4889.74,1104.55,5994.29,4860.0,864.0,5724.0,270.29,104.7,479.54,1466.92,299.71,224.33,497.05,2967.55,5497.24,3026.74,50.5
FIN000353,CON010,Rachel Johnson,RG10,2024,8,4935.53,813.0,5748.53,4860.0,864.0,5724.0,24.53,100.4,459.88,1480.66,287.43,474.44,365.85,3068.26,5382.68,2680.27,46.6
FIN000354,CON010,Rachel Johnson,RG10,2024,9,4592.79,996.66,5589.45,4500.0,800.0,5300.0,289.45,105.5,447.16,1377.84,279.47,229.4,448.5,2782.37,5140.95,2807.08,50.2
FIN000355,CON010,Rachel Johnson,RG10,2024,10,3763.6,851.98,4615.58,4500.0,800.0,5300.0,-684.42,87.1,369.25,1129.08,230.78,226.27,383.39,2338.77,4232.19,2276.81,49.3
FIN000356,CON010,Rachel Johnson,RG10,2024,11,4780.44,993.46,5773.9,5175.0,920.0,6095.0,-321.1,94.7,461.91,1434.13,288.69,419.34,447.06,3051.13,5326.84,2722.77,47.2
FIN000357,CON010,Rachel Johnson,RG10,2024,12,4897.28,1193.03,6090.31,5175.0,920.0,6095.0,-4.69,99.9,487.22,1469.18,304.52,412.22,536.86,3210.0,5553.45,2880.31,47.3
FIN000358,CON010,Rachel Johnson,RG10,2025,1,3976.52,748.53,4725.05,3960.0,704.0,4664.0,61.05,101.3,378.0,1192.96,236.25,239.67,336.84,2383.72,4388.21,2341.33,49.6
FIN000359,CON010,Rachel Johnson,RG10,2025,2,4418.57,853.02,5271.59,3960.0,704.0,4664.0,607.59,113.0,421.73,1325.57,263.58,460.37,383.86,2855.11,4887.73,2416.48,45.8
FIN000360,CON010,Rachel Johnson,RG10,2025,3,5157.15,906.0,6063.15,4500.0,800.0,5300.0,763.15,114.4,485.05,1547.14,303.16,286.01,407.7,3029.06,5655.45,3034.09,50.0
FIN000361,CON010,Rachel Johnson,RG10,2025,4,4514.4,669.68,5184.08,4500.0,800.0,5300.0,-115.92,97.8,414.73,1354.32,259.2,335.57,301.36,2665.18,4882.72,2518.9,48.6
FIN000362,CON010,Rachel Johnson,RG10,2025,5,4518.34,759.68,5278.02,4500.0,800.0,5300.0,-21.98,99.6,422.24,1355.5,263.9,238.03,341.86,2621.53,4936.16,2656.49,50.3
FIN000363,CON010,Rachel Johnson,RG10,2025,6,4821.33,949.59,5770.92,4860.0,864.0,5724.0,46.92,100.8,461.67,1446.4,288.55,349.72,427.32,2973.66,5343.6,2797.26,48.5
FIN000364,CON010,Rachel Johnson,RG10,2025,7,4221.82,1083.28,5305.1,4860.0,864.0,5724.0,-418.9,92.7,424.41,1266.55,265.26,226.85,487.48,2670.55,4817.62,2634.55,49.7
FIN000365,CON010,Rachel Johnson,RG10,2025,8,5707.09,653.13,6360.22,4860.0,864.0,5724.0,636.22,111.1,508.82,1712.13,318.01,238.63,293.91,3071.5,6066.31,3288.72,51.7
FIN000366,CON010,Rachel Johnson,RG10,2025,9,5096.06,949.65,6045.71,4500.0,800.0,5300.0,745.71,114.1,483.66,1528.82,302.29,422.55,427.34,3164.66,5618.37,2881.05,47.7
FIN000367,CON010,Rachel Johnson,RG10,2025,10,4787.59,829.56,5617.15,4500.0,800.0,5300.0,317.15,106.0,449.37,1436.28,280.86,331.86,373.3,2871.67,5243.85,2745.48,48.9
FIN000368,CON010,Rachel Johnson,RG10,2025,11,4424.65,839.19,5263.84,5175.0,920.0,6095.0,-831.16,86.4,421.11,1327.39,263.19,466.14,377.64,2855.47,4886.2,2408.37,45.8
FIN000369,CON010,Rachel Johnson,RG10,2025,12,5887.22,1123.19,7010.41,5175.0,920.0,6095.0,915.41,115.0,560.83,1766.17,350.52,488.42,505.44,3671.38,6504.97,3339.03,47.6
FIN000370,CON010,Rachel Johnson,RG10,2026,1,4893.69,746.41,5640.1,3960.0,704.0,4664.0,976.1,120.9,451.21,1468.11,282.01,340.66,335.88,2877.87,5304.22,2762.23,49.0
FIN000371,CON011,James Smith,RG01,2023,1,2798.57,873.99,3672.56,2640.0,1056.0,3696.0,-23.44,99.4,293.8,839.57,183.63,462.69,393.3,2172.99,3279.26,1499.57,40.8
FIN000372,CON011,James Smith,RG01,2023,2,2378.4,807.77,3186.17,2640.0,1056.0,3696.0,-509.83,86.2,254.89,713.52,159.31,538.15,363.5,2029.37,2822.67,1156.8,36.3
FIN000373,CON011,James Smith,RG01,2023,3,2896.21,1389.08,4285.29,3000.0,1200.0,4200.0,85.29,102.0,342.82,868.86,214.26,429.64,625.09,2480.67,3660.2,1804.62,42.1
FIN000374,CON011,James Smith,RG01,2023,4,3489.75,1448.51,4938.26,3000.0,1200.0,4200.0,738.26,117.6,395.06,1046.92,246.91,589.82,651.83,2930.54,4286.43,2007.72,40.7
FIN000375,CON011,James Smith,RG01,2023,5,3504.88,1281.77,4786.65,3000.0,1200.0,4200.0,586.65,114.0,382.93,1051.46,239.33,457.08,576.8,2707.6,4209.85,2079.05,43.4
FIN000376,CON011,James Smith,RG01,2023,6,2630.28,1629.66,4259.94,3240.0,1296.0,4536.0,-276.06,93.9,340.8,789.08,213.0,531.78,733.35,2608.01,3526.59,1651.93,38.8
FIN000377,CON011,James Smith,RG01,2023,7,2981.94,1047.49,4029.43,3240.0,1296.0,4536.0,-506.57,88.8,322.35,894.58,201.47,481.08,471.37,2370.85,3558.06,1658.58,41.2
FIN000378,CON011,James Smith,RG01,2023,8,3042.5,1171.45,4213.95,3240.0,1296.0,4536.0,-322.05,92.9,337.12,912.75,210.7,202.44,527.15,2190.16,3686.8,2023.79,48.0
FIN000379,CON011,James Smith,RG01,2023,9,3574.31,1247.75,4822.06,3000.0,1200.0,4200.0,622.06,114.8,385.76,1072.29,241.1,360.31,561.49,2620.95,4260.57,2201.11,45.6
FIN000380,CON011,James Smith,RG01,2023,10,2591.53,1295.88,3887.41,3000.0,1200.0,4200.0,-312.59,92.6,310.99,777.46,194.37,212.26,583.15,2078.23,3304.26,1809.18,46.5
FIN000381,CON011,James Smith,RG01,2023,11,3918.34,1144.13,5062.47,3450.0,1380.0,4830.0,232.47,104.8,405.0,1175.5,253.12,367.93,514.86,2716.41,4547.61,2346.06,46.3
FIN000382,CON011,James Smith,RG01,2023,12,3289.24,1272.4,4561.64,3450.0,1380.0,4830.0,-268.36,94.4,364.93,986.77,228.08,488.64,572.58,2641.0,3989.06,1920.64,42.1
FIN000383,CON011,James Smith,RG01,2024,1,3034.88,1098.83,4133.71,2640.0,1056.0,3696.0,437.71,111.8,330.7,910.46,206.69,233.98,494.47,2176.3,3639.24,1957.41,47.4
FIN000384,CON011,James Smith,RG01,2024,2,2174.5,838.93,3013.43,2640.0,1056.0,3696.0,-682.57,81.5,241.07,652.35,150.67,447.14,377.52,1868.75,2635.91,1144.68,38.0
FIN000385,CON011,James Smith,RG01,2024,3,3309.86,1035.91,4345.77,3000.0,1200.0,4200.0,145.77,103.5,347.66,992.96,217.29,464.78,466.16,2488.85,3879.61,1856.92,42.7
FIN000386,CON011,James Smith,RG01,2024,4,3055.64,1158.27,4213.91,3000.0,1200.0,4200.0,13.91,100.3,337.11,916.69,210.7,309.27,521.22,2294.99,3692.69,1918.92,45.5
FIN000387,CON011,James Smith,RG01,2024,5,3419.17,921.95,4341.12,3000.0,1200.0,4200.0,141.12,103.4,347.29,1025.75,217.06,371.97,414.88,2376.95,3926.24,1964.17,45.2
FIN000388,CON011,James Smith,RG01,2024,6,3004.97,1434.79,4439.76,3240.0,1296.0,4536.0,-96.24,97.9,355.18,901.49,221.99,394.65,645.66,2518.97,3794.1,1920.79,43.3
FIN000389,CON011,James Smith,RG01,2024,7,3564.68,942.52,4507.2,3240.0,1296.0,4536.0,-28.8,99.4,360.58,1069.4,225.36,358.11,424.13,2437.58,4083.07,2069.62,45.9
FIN000390,CON011,James Smith,RG01,2024,8,3465.82,913.18,4379.0,3240.0,1296.0,4536.0,-157.0,96.5,350.32,1039.75,218.95,320.57,410.93,2340.52,3968.07,2038.48,46.6
FIN000391,CON011,James Smith,RG01,2024,9,2685.17,938.81,3623.98,3000.0,1200.0,4200.0,-576.02,86.3,289.92,805.55,181.2,302.21,422.46,2001.34,3201.52,1622.64,44.8
FIN000392,CON011,James Smith,RG01,2024,10,2842.97,845.57,3688.54,3000.0,1200.0,4200.0,-511.46,87.8,295.08,852.89,184.43,498.81,380.51,2211.72,3308.03,1476.82,40.0
FIN000393,CON011,James Smith,RG01,2024,11,3032.77,1280.81,4313.58,3450.0,1380.0,4830.0,-516.42,89.3,345.09,909.83,215.68,481.47,576.36,2528.43,3737.22,1785.15,41.4
