TrainingID,StylistID,StylistName,ConsultantID,RegionID,CertificationLevel,Module,TrainingDate,PassDate,ExpiryDate,Score_Pct,CertStatus,DistinctionAchieved
TRN000365,STY035,Paul Wright,CON012,RG02,Level 3 — Full Stylist,Advanced Colour,2020-10-10,2020-11-27,2022-11-27,93.9,Expired,Yes
TRN000366,STY035,Paul Wright,CON012,RG02,Level 3 — Full Stylist,Advanced Style,2020-10-10,2020-11-27,2022-11-27,93.9,Expired,Yes
TRN000367,STY035,Paul Wright,CON012,RG02,Level 3 — Full Stylist,Makeup Integration,2020-10-10,2020-11-27,2022-11-27,93.9,Expired,Yes
TRN000368,STY035,Paul Wright,CON012,RG02,Level 3 — Full Stylist,Business Development,2020-10-10,2020-11-27,2022-11-27,93.9,Expired,Yes
TRN000369,STY036,Chris Scott,CON012,RG02,Level 1 — Colour,Colour Theory Fundamentals,2020-01-07,2020-02-05,2022-02-04,73.2,Expired,No
TRN000370,STY036,Chris Scott,CON012,RG02,Level 1 — Colour,Seasonal Analysis Basics,2020-01-07,2020-02-05,2022-02-04,73.2,Expired,No
TRN000371,STY036,Chris Scott,CON012,RG02,Level 1 — Colour,Draping Technique,2020-01-07,2020-02-05,2022-02-04,73.2,Expired,No
TRN000372,STY036,Chris Scott,CON012,RG02,Level 1 — Colour,Client Communication,2020-01-07,2020-02-05,2022-02-04,73.2,Expired,No
TRN000373,STY036,Chris Scott,CON012,RG02,Level 2 — Style,Body Shape Analysis,2020-07-18,2020-08-31,2022-08-31,74.6,Expired,No
TRN000374,STY036,Chris Scott,CON012,RG02,Level 2 — Style,Clothing Lines & Textures,2020-07-18,2020-08-31,2022-08-31,74.6,Expired,No
TRN000375,STY036,Chris Scott,CON012,RG02,Level 2 — Style,Style Archetypes,2020-07-18,2020-08-31,2022-08-31,74.6,Expired,No
TRN000376,STY036,Chris Scott,CON012,RG02,Level 2 — Style,Wardrobe Building,2020-07-18,2020-08-31,2022-08-31,74.6,Expired,No
TRN000377,STY036,Chris Scott,CON012,RG02,Level 3 — Full Stylist,Advanced Colour,2021-01-11,2021-01-28,2023-01-28,73.1,Expired,No
TRN000378,STY036,Chris Scott,CON012,RG02,Level 3 — Full Stylist,Advanced Style,2021-01-11,2021-01-28,2023-01-28,73.1,Expired,No
TRN000379,STY036,Chris Scott,CON012,RG02,Level 3 — Full Stylist,Makeup Integration,2021-01-11,2021-01-28,2023-01-28,73.1,Expired,No
TRN000380,STY036,Chris Scott,CON012,RG02,Level 3 — Full Stylist,Business Development,2021-01-11,2021-01-28,2023-01-28,73.1,Expired,No
TRN000381,STY036,Chris Scott,CON012,RG02,Senior Stylist,Mentoring Skills,2021-06-28,2021-08-05,2023-08-05,76.2,Expired,No
TRN000382,STY036,Chris Scott,CON012,RG02,Senior Stylist,Workshop Facilitation,2021-06-28,2021-08-05,2023-08-05,76.2,Expired,No
TRN000383,STY036,Chris Scott,CON012,RG02,Senior Stylist,Corporate Clients,2021-06-28,2021-08-05,2023-08-05,76.2,Expired,No
TRN000384,STY036,Chris Scott,CON012,RG02,Senior Stylist,Advanced Draping,2021-06-28,2021-08-05,2023-08-05,76.2,Expired,No
TRN000385,STY037,Daniel Green,CON013,RG03,Level 1 — Colour,Colour Theory Fundamentals,2019-04-13,2019-05-26,2021-05-25,76.8,Expired,No
TRN000386,STY037,Daniel Green,CON013,RG03,Level 1 — Colour,Seasonal Analysis Basics,2019-04-13,2019-05-26,2021-05-25,76.8,Expired,No
TRN000387,STY037,Daniel Green,CON013,RG03,Level 1 — Colour,Draping Technique,2019-04-13,2019-05-26,2021-05-25,76.8,Expired,No
TRN000388,STY037,Daniel Green,CON013,RG03,Level 1 — Colour,Client Communication,2019-04-13,2019-05-26,2021-05-25,76.8,Expired,No
TRN000389,STY037,Daniel Green,CON013,RG03,Level 2 — Style,Body Shape Analysis,2019-10-07,2019-12-06,2021-12-05,98.9,Expired,Yes
TRN000390,STY037,Daniel Green,CON013,RG03,Level 2 — Style,Clothing Lines & Textures,2019-10-07,2019-12-06,2021-12-05,98.9,Expired,Yes
TRN000391,STY037,Daniel Green,CON013,RG03,Level 2 — Style,Style Archetypes,2019-10-07,2019-12-06,2021-12-05,98.9,Expired,Yes
TRN000392,STY037,Daniel Green,CON013,RG03,Level 2 — Style,Wardrobe Building,2019-10-07,2019-12-06,2021-12-05,98.9,Expired,Yes
TRN000393,STY038,Ryan Baker,CON013,RG03,Level 1 — Colour,Colour Theory Fundamentals,2021-12-20,2022-02-14,2024-02-14,90.3,Expired,Yes
TRN000394,STY038,Ryan Baker,CON013,RG03,Level 1 — Colour,Seasonal Analysis Basics,2021-12-20,2022-02-14,2024-02-14,90.3,Expired,Yes
TRN000395,STY038,Ryan Baker,CON013,RG03,Level 1 — Colour,Draping Technique,2021-12-20,2022-02-14,2024-02-14,90.3,Expired,Yes
TRN000396,STY038,Ryan Baker,CON013,RG03,Level 1 — Colour,Client Communication,2021-12-20,2022-02-14,2024-02-14,90.3,Expired,Yes
TRN000397,STY038,Ryan Baker,CON013,RG03,Level 2 — Style,Body Shape Analysis,2022-06-05,2022-07-01,2024-06-30,77.2,Expired,No
TRN000398,STY038,Ryan Baker,CON013,RG03,Level 2 — Style,Clothing Lines & Textures,2022-06-05,2022-07-01,2024-06-30,77.2,Expired,No
TRN000399,STY038,Ryan Baker,CON013,RG03,Level 2 — Style,Style Archetypes,2022-06-05,2022-07-01,2024-06-30,77.2,Expired,No
TRN000400,STY038,Ryan Baker,CON013,RG03,Level 2 — Style,Wardrobe Building,2022-06-05,2022-07-01,2024-06-30,77.2,Expired,No
TRN000401,STY038,Ryan Baker,CON013,RG03,Level 3 — Full Stylist,Advanced Colour,2022-12-28,2023-01-14,2025-01-13,86.0,Expired,Yes
TRN000402,STY038,Ryan Baker,CON013,RG03,Level 3 — Full Stylist,Advanced Style,2022-12-28,2023-01-14,2025-01-13,86.0,Expired,Yes
TRN000403,STY038,Ryan Baker,CON013,RG03,Level 3 — Full Stylist,Makeup Integration,2022-12-28,2023-01-14,2025-01-13,86.0,Expired,Yes
TRN000404,STY038,Ryan Baker,CON013,RG03,Level 3 — Full Stylist,Business Development,2022-12-28,2023-01-14,2025-01-13,86.0,Expired,Yes
TRN000405,STY038,Ryan Baker,CON013,RG03,Senior Stylist,Mentoring Skills,2023-06-13,2023-06-30,2025-06-29,91.2,Expired,Yes
TRN000406,STY038,Ryan Baker,CON013,RG03,Senior Stylist,Workshop Facilitation,2023-06-13,2023-06-30,2025-06-29,91.2,Expired,Yes
TRN000407,STY038,Ryan Baker,CON013,RG03,Senior Stylist,Corporate Clients,2023-06-13,2023-06-30,2025-06-29,91.2,Expired,Yes
TRN000408,STY038,Ryan Baker,CON013,RG03,Senior Stylist,Advanced Draping,2023-06-13,2023-06-30,2025-06-29,91.2,Expired,Yes
TRN000409,STY039,Luke Adams,CON014,RG04,Level 1 — Colour,Colour Theory Fundamentals,2021-02-18,2021-03-07,2023-03-07,86.1,Expired,Yes
TRN000410,STY039,Luke Adams,CON014,RG04,Level 1 — Colour,Seasonal Analysis Basics,2021-02-18,2021-03-07,2023-03-07,86.1,Expired,Yes
TRN000411,STY039,Luke Adams,CON014,RG04,Level 1 — Colour,Draping Technique,2021-02-18,2021-03-07,2023-03-07,86.1,Expired,Yes
TRN000412,STY039,Luke Adams,CON014,RG04,Level 1 — Colour,Client Communication,2021-02-18,2021-03-07,2023-03-07,86.1,Expired,Yes
TRN000413,STY039,Luke Adams,CON014,RG04,Level 2 — Style,Body Shape Analysis,2021-09-01,2021-10-18,2023-10-18,72.9,Expired,No
TRN000414,STY039,Luke Adams,CON014,RG04,Level 2 — Style,Clothing Lines & Textures,2021-09-01,2021-10-18,2023-10-18,72.9,Expired,No
TRN000415,STY039,Luke Adams,CON014,RG04,Level 2 — Style,Style Archetypes,2021-09-01,2021-10-18,2023-10-18,72.9,Expired,No
TRN000416,STY039,Luke Adams,CON014,RG04,Level 2 — Style,Wardrobe Building,2021-09-01,2021-10-18,2023-10-18,72.9,Expired,No
TRN000417,STY040,Jack Nelson,CON014,RG04,Level 1 — Colour,Colour Theory Fundamentals,2019-05-18,2019-07-03,2021-07-02,70.5,Expired,No
TRN000418,STY040,Jack Nelson,CON014,RG04,Level 1 — Colour,Seasonal Analysis Basics,2019-05-18,2019-07-03,2021-07-02,70.5,Expired,No
TRN000419,STY040,Jack Nelson,CON014,RG04,Level 1 — Colour,Draping Technique,2019-05-18,2019-07-03,2021-07-02,70.5,Expired,No
TRN000420,STY040,Jack Nelson,CON014,RG04,Level 1 — Colour,Client Communication,2019-05-18,2019-07-03,2021-07-02,70.5,Expired,No
TRN000421,STY040,Jack Nelson,CON014,RG04,Level 2 — Style,Body Shape Analysis,2019-10-20,2019-11-07,2021-11-06,86.4,Expired,Yes
TRN000422,STY040,Jack Nelson,CON014,RG04,Level 2 — Style,Clothing Lines & Textures,2019-10-20,2019-11-07,2021-11-06,86.4,Expired,Yes
TRN000423,STY040,Jack Nelson,CON014,RG04,Level 2 — Style,Style Archetypes,2019-10-20,2019-11-07,2021-11-06,86.4,Expired,Yes
TRN000424,STY040,Jack Nelson,CON014,RG04,Level 2 — Style,Wardrobe Building,2019-10-20,2019-11-07,2021-11-06,86.4,Expired,Yes
TRN000425,STY041,Grace Hill,CON014,RG04,Level 1 — Colour,Colour Theory Fundamentals,2022-12-06,2023-01-04,2025-01-03,80.5,Expired,No
TRN000426,STY041,Grace Hill,CON014,RG04,Level 1 — Colour,Seasonal Analysis Basics,2022-12-06,2023-01-04,2025-01-03,80.5,Expired,No
TRN000427,STY041,Grace Hill,CON014,RG04,Level 1 — Colour,Draping Technique,2022-12-06,2023-01-04,2025-01-03,80.5,Expired,No
TRN000428,STY041,Grace Hill,CON014,RG04,Level 1 — Colour,Client Communication,2022-12-06,2023-01-04,2025-01-03,80.5,Expired,No
TRN000429,STY042,Mia Ramirez,CON015,RG05,Level 1 — Colour,Colour Theory Fundamentals,2020-03-19,2020-05-08,2022-05-08,75.6,Expired,No
TRN000430,STY042,Mia Ramirez,CON015,RG05,Level 1 — Colour,Seasonal Analysis Basics,2020-03-19,2020-05-08,2022-05-08,75.6,Expired,No
TRN000431,STY042,Mia Ramirez,CON015,RG05,Level 1 — Colour,Draping Technique,2020-03-19,2020-05-08,2022-05-08,75.6,Expired,No
TRN000432,STY042,Mia Ramirez,CON015,RG05,Level 1 — Colour,Client Communication,2020-03-19,2020-05-08,2022-05-08,75.6,Expired,No
TRN000433,STY042,Mia Ramirez,CON015,RG05,Level 2 — Style,Body Shape Analysis,2020-09-04,2020-09-20,2022-09-20,87.2,Expired,Yes
TRN000434,STY042,Mia Ramirez,CON015,RG05,Level 2 — Style,Clothing Lines & Textures,2020-09-04,2020-09-20,2022-09-20,87.2,Expired,Yes
TRN000435,STY042,Mia Ramirez,CON015,RG05,Level 2 — Style,Style Archetypes,2020-09-04,2020-09-20,2022-09-20,87.2,Expired,Yes
TRN000436,STY042,Mia Ramirez,CON015,RG05,Level 2 — Style,Wardrobe Building,2020-09-04,2020-09-20,2022-09-20,87.2,Expired,Yes
TRN000437,STY043,Ella Campbell,CON015,RG05,Level 1 — Colour,Colour Theory Fundamentals,2020-03-31,2020-05-26,2022-05-26,86.1,Expired,Yes
TRN000438,STY043,Ella Campbell,CON015,RG05,Level 1 — Colour,Seasonal Analysis Basics,2020-03-31,2020-05-26,2022-05-26,86.1,Expired,Yes
TRN000439,STY043,Ella Campbell,CON015,RG05,Level 1 — Colour,Draping Technique,2020-03-31,2020-05-26,2022-05-26,86.1,Expired,Yes
TRN000440,STY043,Ella Campbell,CON015,RG05,Level 1 — Colour,Client Communication,2020-03-31,2020-05-26,2022-05-26,86.1,Expired,Yes
TRN000441,STY043,Ella Campbell,CON015,RG05,Level 2 — Style,Body Shape Analysis,2020-09-30,2020-11-03,2022-11-03,97.0,Expired,Yes
TRN000442,STY043,Ella Campbell,CON015,RG05,Level 2 — Style,Clothing Lines & Textures,2020-09-30,2020-11-03,2022-11-03,97.0,Expired,Yes
TRN000443,STY043,Ella Campbell,CON015,RG05,Level 2 — Style,Style Archetypes,2020-09-30,2020-11-03,2022-11-03,97.0,Expired,Yes
TRN000444,STY043,Ella Campbell,CON015,RG05,Level 2 — Style,Wardrobe Building,2020-09-30,2020-11-03,2022-11-03,97.0,Expired,Yes
TRN000445,STY043,Ella Campbell,CON015,RG05,Level 3 — Full Stylist,Advanced Colour,2021-03-19,2021-05-14,2023-05-14,90.2,Expired,Yes
TRN000446,STY043,Ella Campbell,CON015,RG05,Level 3 — Full Stylist,Advanced Style,2021-03-19,2021-05-14,2023-05-14,90.2,Expired,Yes
TRN000447,STY043,Ella Campbell,CON015,RG05,Level 3 — Full Stylist,Makeup Integration,2021-03-19,2021-05-14,2023-05-14,90.2,Expired,Yes
TRN000448,STY043,Ella Campbell,CON015,RG05,Level 3 — Full Stylist,Business Development,2021-03-19,2021-05-14,2023-05-14,90.2,Expired,Yes
TRN000449,STY043,Ella Campbell,CON015,RG05,Senior Stylist,Mentoring Skills,2021-09-16,2021-10-16,2023-10-16,80.3,Expired,No
TRN000450,STY043,Ella Campbell,CON015,RG05,Senior Stylist,Workshop Facilitation,2021-09-16,2021-10-16,2023-10-16,80.3,Expired,No
TRN000451,STY043,Ella Campbell,CON015,RG05,Senior Stylist,Corporate Clients,2021-09-16,2021-10-16,2023-10-16,80.3,Expired,No
TRN000452,STY043,Ella Campbell,CON015,RG05,Senior Stylist,Advanced Draping,2021-09-16,2021-10-16,2023-10-16,80.3,Expired,No
TRN000453,STY043,Ella Campbell,CON015,RG05,Master Stylist,Master Practitioner,2022-03-29,2022-05-23,2024-05-22,77.3,Expired,No
TRN000454,STY043,Ella Campbell,CON015,RG05,Master Stylist,Training Others,2022-03-29,2022-05-23,2024-05-22,77.3,Expired,No
TRN000455,STY043,Ella Campbell,CON015,RG05,Master Stylist,Quality Assessment,2022-03-29,2022-05-23,2024-05-22,77.3,Expired,No
TRN000456,STY043,Ella Campbell,CON015,RG05,Master Stylist,Brand Ambassador,2022-03-29,2022-05-23,2024-05-22,77.3,Expired,No
TRN000457,STY044,Chloe Mitchell,CON016,RG06,Level 1 — Colour,Colour Theory Fundamentals,2019-06-05,2019-06-23,2021-06-22,68.3,Expired,No
TRN000458,STY044,Chloe Mitchell,CON016,RG06,Level 1 — Colour,Seasonal Analysis Basics,2019-06-05,2019-06-23,2021-06-22,68.3,Expired,No
TRN000459,STY044,Chloe Mitchell,CON016,RG06,Level 1 — Colour,Draping Technique,2019-06-05,2019-06-23,2021-06-22,68.3,Expired,No
TRN000460,STY044,Chloe Mitchell,CON016,RG06,Level 1 — Colour,Client Communication,2019-06-05,2019-06-23,2021-06-22,68.3,Expired,No
TRN000461,STY044,Chloe Mitchell,CON016,RG06,Level 2 — Style,Body Shape Analysis,2019-12-11,2020-01-30,2022-01-29,98.9,Expired,Yes
TRN000462,STY044,Chloe Mitchell,CON016,RG06,Level 2 — Style,Clothing Lines & Textures,2019-12-11,2020-01-30,2022-01-29,98.9,Expired,Yes
TRN000463,STY044,Chloe Mitchell,CON016,RG06,Level 2 — Style,Style Archetypes,2019-12-11,2020-01-30,2022-01-29,98.9,Expired,Yes
TRN000464,STY044,Chloe Mitchell,CON016,RG06,Level 2 — Style,Wardrobe Building,2019-12-11,2020-01-30,2022-01-29,98.9,Expired,Yes
TRN000465,STY044,Chloe Mitchell,CON016,RG06,Level 3 — Full Stylist,Advanced Colour,2020-05-22,2020-07-09,2022-07-09,74.6,Expired,No
TRN000466,STY044,Chloe Mitchell,CON016,RG06,Level 3 — Full Stylist,Advanced Style,2020-05-22,2020-07-09,2022-07-09,74.6,Expired,No
TRN000467,STY044,Chloe Mitchell,CON016,RG06,Level 3 — Full Stylist,Makeup Integration,2020-05-22,2020-07-09,2022-07-09,74.6,Expired,No
TRN000468,STY044,Chloe Mitchell,CON016,RG06,Level 3 — Full Stylist,Business Development,2020-05-22,2020-07-09,2022-07-09,74.6,Expired,No
TRN000469,STY045,Isla Roberts,CON016,RG06,Level 1 — Colour,Colour Theory Fundamentals,2019-06-14,2019-07-06,2021-07-05,96.9,Expired,Yes
TRN000470,STY045,Isla Roberts,CON016,RG06,Level 1 — Colour,Seasonal Analysis Basics,2019-06-14,2019-07-06,2021-07-05,96.9,Expired,Yes
TRN000471,STY045,Isla Roberts,CON016,RG06,Level 1 — Colour,Draping Technique,2019-06-14,2019-07-06,2021-07-05,96.9,Expired,Yes
TRN000472,STY045,Isla Roberts,CON016,RG06,Level 1 — Colour,Client Communication,2019-06-14,2019-07-06,2021-07-05,96.9,Expired,Yes
TRN000473,STY045,Isla Roberts,CON016,RG06,Level 2 — Style,Body Shape Analysis,2019-12-31,2020-01-18,2022-01-17,95.3,Expired,Yes
TRN000474,STY045,Isla Roberts,CON016,RG06,Level 2 — Style,Clothing Lines & Textures,2019-12-31,2020-01-18,2022-01-17,95.3,Expired,Yes
TRN000475,STY045,Isla Roberts,CON016,RG06,Level 2 — Style,Style Archetypes,2019-12-31,2020-01-18,2022-01-17,95.3,Expired,Yes
TRN000476,STY045,Isla Roberts,CON016,RG06,Level 2 — Style,Wardrobe Building,2019-12-31,2020-01-18,2022-01-17,95.3,Expired,Yes
TRN000477,STY045,Isla Roberts,CON016,RG06,Level 3 — Full Stylist,Advanced Colour,2020-06-11,2020-07-13,2022-07-13,72.9,Expired,No
TRN000478,STY045,Isla Roberts,CON016,RG06,Level 3 — Full Stylist,Advanced Style,2020-06-11,2020-07-13,2022-07-13,72.9,Expired,No
TRN000479,STY045,Isla Roberts,CON016,RG06,Level 3 — Full Stylist,Makeup Integration,2020-06-11,2020-07-13,2022-07-13,72.9,Expired,No
TRN000480,STY045,Isla Roberts,CON016,RG06,Level 3 — Full Stylist,Business Development,2020-06-11,2020-07-13,2022-07-13,72.9,Expired,No
TRN000481,STY046,Ruby Turner,CON016,RG06,Level 1 — Colour,Colour Theory Fundamentals,2024-06-15,2024-08-02,2026-08-02,89.8,Active,Yes
TRN000482,STY046,Ruby Turner,CON016,RG06,Level 1 — Colour,Seasonal Analysis Basics,2024-06-15,2024-08-02,2026-08-02,89.8,Active,Yes
TRN000483,STY046,Ruby Turner,CON016,RG06,Level 1 — Colour,Draping Technique,2024-06-15,2024-08-02,2026-08-02,89.8,Active,Yes
TRN000484,STY046,Ruby Turner,CON016,RG06,Level 1 — Colour,Client Communication,2024-06-15,2024-08-02,2026-08-02,89.8,Active,Yes
TRN000485,STY046,Ruby Turner,CON016,RG06,Level 2 — Style,Body Shape Analysis,2024-12-05,2025-01-29,2027-01-29,84.4,Active,No
TRN000486,STY046,Ruby Turner,CON016,RG06,Level 2 — Style,Clothing Lines & Textures,2024-12-05,2025-01-29,2027-01-29,84.4,Active,No
TRN000487,STY046,Ruby Turner,CON016,RG06,Level 2 — Style,Style Archetypes,2024-12-05,2025-01-29,2027-01-29,84.4,Active,No
TRN000488,STY046,Ruby Turner,CON016,RG06,Level 2 — Style,Wardrobe Building,2024-12-05,2025-01-29,2027-01-29,84.4,Active,No
TRN000489,STY046,Ruby Turner,CON016,RG06,Level 3 — Full Stylist,Advanced Colour,2025-06-05,2025-07-24,2027-07-24,77.3,Active,No
TRN000490,STY046,Ruby Turner,CON016,RG06,Level 3 — Full Stylist,Advanced Style,2025-06-05,2025-07-24,2027-07-24,77.3,Active,No
TRN000491,STY046,Ruby Turner,CON016,RG06,Level 3 — Full Stylist,Makeup Integration,2025-06-05,2025-07-24,2027-07-24,77.3,Active,No
TRN000492,STY046,Ruby Turner,CON016,RG06,Level 3 — Full Stylist,Business Development,2025-06-05,2025-07-24,2027-07-24,77.3,Active,No
TRN000493,STY046,Ruby Turner,CON016,RG06,Senior Stylist,Mentoring Skills,2025-12-02,2025-12-22,2027-12-22,97.1,Active,Yes
TRN000494,STY046,Ruby Turner,CON016,RG06,Senior Stylist,Workshop Facilitation,2025-12-02,2025-12-22,2027-12-22,97.1,Active,Yes
TRN000495,STY046,Ruby Turner,CON016,RG06,Senior Stylist,Corporate Clients,2025-12-02,2025-12-22,2027-12-22,97.1,Active,Yes
TRN000496,STY046,Ruby Turner,CON016,RG06,Senior Stylist,Advanced Draping,2025-12-02,2025-12-22,2027-12-22,97.1,Active,Yes
TRN000497,STY047,Poppy Phillips,CON017,RG07,Level 1 — Colour,Colour Theory Fundamentals,2024-10-24,2024-11-23,2026-11-23,71.6,Active,No
TRN000498,STY047,Poppy Phillips,CON017,RG07,Level 1 — Colour,Seasonal Analysis Basics,2024-10-24,2024-11-23,2026-11-23,71.6,Active,No
TRN000499,STY047,Poppy Phillips,CON017,RG07,Level 1 — Colour,Draping Technique,2024-10-24,2024-11-23,2026-11-23,71.6,Active,No
TRN000500,STY047,Poppy Phillips,CON017,RG07,Level 1 — Colour,Client Communication,2024-10-24,2024-11-23,2026-11-23,71.6,Active,No
TRN000501,STY047,Poppy Phillips,CON017,RG07,Level 2 — Style,Body Shape Analysis,2025-04-21,2025-06-09,2027-06-09,72.8,Active,No
TRN000502,STY047,Poppy Phillips,CON017,RG07,Level 2 — Style,Clothing Lines & Textures,2025-04-21,2025-06-09,2027-06-09,72.8,Active,No
TRN000503,STY047,Poppy Phillips,CON017,RG07,Level 2 — Style,Style Archetypes,2025-04-21,2025-06-09,2027-06-09,72.8,Active,No
TRN000504,STY047,Poppy Phillips,CON017,RG07,Level 2 — Style,Wardrobe Building,2025-04-21,2025-06-09,2027-06-09,72.8,Active,No
TRN000505,STY048,Freya Parker,CON017,RG07,Level 1 — Colour,Colour Theory Fundamentals,2019-12-06,2020-01-27,2022-01-26,74.5,Expired,No
TRN000506,STY048,Freya Parker,CON017,RG07,Level 1 — Colour,Seasonal Analysis Basics,2019-12-06,2020-01-27,2022-01-26,74.5,Expired,No
TRN000507,STY048,Freya Parker,CON017,RG07,Level 1 — Colour,Draping Technique,2019-12-06,2020-01-27,2022-01-26,74.5,Expired,No
TRN000508,STY048,Freya Parker,CON017,RG07,Level 1 — Colour,Client Communication,2019-12-06,2020-01-27,2022-01-26,74.5,Expired,No
TRN000509,STY048,Freya Parker,CON017,RG07,Level 2 — Style,Body Shape Analysis,2020-06-04,2020-07-01,2022-07-01,89.3,Expired,Yes
TRN000510,STY048,Freya Parker,CON017,RG07,Level 2 — Style,Clothing Lines & Textures,2020-06-04,2020-07-01,2022-07-01,89.3,Expired,Yes
TRN000511,STY048,Freya Parker,CON017,RG07,Level 2 — Style,Style Archetypes,2020-06-04,2020-07-01,2022-07-01,89.3,Expired,Yes
TRN000512,STY048,Freya Parker,CON017,RG07,Level 2 — Style,Wardrobe Building,2020-06-04,2020-07-01,2022-07-01,89.3,Expired,Yes
TRN000513,STY048,Freya Parker,CON017,RG07,Level 3 — Full Stylist,Advanced Colour,2020-12-18,2021-01-17,2023-01-17,83.7,Expired,No
TRN000514,STY048,Freya Parker,CON017,RG07,Level 3 — Full Stylist,Advanced Style,2020-12-18,2021-01-17,2023-01-17,83.7,Expired,No
TRN000515,STY048,Freya Parker,CON017,RG07,Level 3 — Full Stylist,Makeup Integration,2020-12-18,2021-01-17,2023-01-17,83.7,Expired,No
TRN000516,STY048,Freya Parker,CON017,RG07,Level 3 — Full Stylist,Business Development,2020-12-18,2021-01-17,2023-01-17,83.7,Expired,No
TRN000517,STY049,Daisy Evans,CON017,RG07,Level 1 — Colour,Colour Theory Fundamentals,2021-07-03,2021-07-20,2023-07-20,70.9,Expired,No
TRN000518,STY049,Daisy Evans,CON017,RG07,Level 1 — Colour,Seasonal Analysis Basics,2021-07-03,2021-07-20,2023-07-20,70.9,Expired,No
TRN000519,STY049,Daisy Evans,CON017,RG07,Level 1 — Colour,Draping Technique,2021-07-03,2021-07-20,2023-07-20,70.9,Expired,No
TRN000520,STY049,Daisy Evans,CON017,RG07,Level 1 — Colour,Client Communication,2021-07-03,2021-07-20,2023-07-20,70.9,Expired,No
TRN000521,STY049,Daisy Evans,CON017,RG07,Level 2 — Style,Body Shape Analysis,2022-01-04,2022-02-04,2024-02-04,69.4,Expired,No
TRN000522,STY049,Daisy Evans,CON017,RG07,Level 2 — Style,Clothing Lines & Textures,2022-01-04,2022-02-04,2024-02-04,69.4,Expired,No
TRN000523,STY049,Daisy Evans,CON017,RG07,Level 2 — Style,Style Archetypes,2022-01-04,2022-02-04,2024-02-04,69.4,Expired,No
TRN000524,STY049,Daisy Evans,CON017,RG07,Level 2 — Style,Wardrobe Building,2022-01-04,2022-02-04,2024-02-04,69.4,Expired,No
TRN000525,STY050,Alice Edwards,CON018,RG08,Level 1 — Colour,Colour Theory Fundamentals,2023-02-19,2023-03-13,2025-03-12,87.8,Expired,Yes
TRN000526,STY050,Alice Edwards,CON018,RG08,Level 1 — Colour,Seasonal Analysis Basics,2023-02-19,2023-03-13,2025-03-12,87.8,Expired,Yes
TRN000527,STY050,Alice Edwards,CON018,RG08,Level 1 — Colour,Draping Technique,2023-02-19,2023-03-13,2025-03-12,87.8,Expired,Yes
TRN000528,STY050,Alice Edwards,CON018,RG08,Level 1 — Colour,Client Communication,2023-02-19,2023-03-13,2025-03-12,87.8,Expired,Yes
TRN000529,STY050,Alice Edwards,CON018,RG08,Level 2 — Style,Body Shape Analysis,2023-08-16,2023-09-09,2025-09-08,91.0,Expired,Yes
TRN000530,STY050,Alice Edwards,CON018,RG08,Level 2 — Style,Clothing Lines & Textures,2023-08-16,2023-09-09,2025-09-08,91.0,Expired,Yes
TRN000531,STY050,Alice Edwards,CON018,RG08,Level 2 — Style,Style Archetypes,2023-08-16,2023-09-09,2025-09-08,91.0,Expired,Yes
TRN000532,STY050,Alice Edwards,CON018,RG08,Level 2 — Style,Wardrobe Building,2023-08-16,2023-09-09,2025-09-08,91.0,Expired,Yes
TRN000533,STY050,Alice Edwards,CON018,RG08,Level 3 — Full Stylist,Advanced Colour,2024-02-21,2024-04-20,2026-04-20,81.3,Active,No
TRN000534,STY050,Alice Edwards,CON018,RG08,Level 3 — Full Stylist,Advanced Style,2024-02-21,2024-04-20,2026-04-20,81.3,Active,No
TRN000535,STY050,Alice Edwards,CON018,RG08,Level 3 — Full Stylist,Makeup Integration,2024-02-21,2024-04-20,2026-04-20,81.3,Active,No
TRN000536,STY050,Alice Edwards,CON018,RG08,Level 3 — Full Stylist,Business Development,2024-02-21,2024-04-20,2026-04-20,81.3,Active,No
TRN000537,STY051,George Collins,CON018,RG08,Level 1 — Colour,Colour Theory Fundamentals,2018-01-23,2018-02-13,2020-02-13,70.3,Expired,No
TRN000538,STY051,George Collins,CON018,RG08,Level 1 — Colour,Seasonal Analysis Basics,2018-01-23,2018-02-13,2020-02-13,70.3,Expired,No
TRN000539,STY051,George Collins,CON018,RG08,Level 1 — Colour,Draping Technique,2018-01-23,2018-02-13,2020-02-13,70.3,Expired,No
TRN000540,STY051,George Collins,CON018,RG08,Level 1 — Colour,Client Communication,2018-01-23,2018-02-13,2020-02-13,70.3,Expired,No
TRN000541,STY051,George Collins,CON018,RG08,Level 2 — Style,Body Shape Analysis,2018-08-19,2018-10-16,2020-10-15,96.0,Expired,Yes
TRN000542,STY051,George Collins,CON018,RG08,Level 2 — Style,Clothing Lines & Textures,2018-08-19,2018-10-16,2020-10-15,96.0,Expired,Yes
TRN000543,STY051,George Collins,CON018,RG08,Level 2 — Style,Style Archetypes,2018-08-19,2018-10-16,2020-10-15,96.0,Expired,Yes
TRN000544,STY051,George Collins,CON018,RG08,Level 2 — Style,Wardrobe Building,2018-08-19,2018-10-16,2020-10-15,96.0,Expired,Yes
TRN000545,STY052,William Stewart,CON018,RG08,Level 1 — Colour,Colour Theory Fundamentals,2018-08-11,2018-08-27,2020-08-26,93.9,Expired,Yes
